NCT Number,Study Title,Study URL,Study Status,Conditions,Interventions,Sponsor,Collaborators,Study Type
NCT06713629,The Use of PlCO-Vacuum-System on Sternal Wounds,https://clinicaltrials.gov/study/NCT06713629,COMPLETED,Cardiac Surgery|Wound Infection|Wound Healing Disorder,PROCEDURE: cardiac surgery via median sternotomy,University of Giessen,"Smith & Nephew, Inc.|Kerckhoff Heart Center",INTERVENTIONAL
NCT06713616,PCORI Comparative Effectiveness Study-Esketamine (Spravato) Vs. Ketamine-Equivalence Study,https://clinicaltrials.gov/study/NCT06713616,NOT_YET_RECRUITING,Depression,DRUG: Racemic ketamine|DRUG: Spravato (Esketamine),Yale University,Patient-Centered Outcomes Research Institute,INTERVENTIONAL
NCT06713603,Technology Assisted Motivational Interviewing,https://clinicaltrials.gov/study/NCT06713603,NOT_YET_RECRUITING,Smoking|Smoking Cessation,BEHAVIORAL: TAMI Coach,"University of California, San Francisco",,INTERVENTIONAL
NCT06713590,A Study to Evaluate a Single-Dose Subcutaneous Axatilimab Compared With Intravenous Axatilimab in Healthy Participants,https://clinicaltrials.gov/study/NCT06713590,NOT_YET_RECRUITING,Healthy Participants,DRUG: Axatilimab,Incyte Corporation,,INTERVENTIONAL
NCT06713577,Clinical Study of a 3D Shaded Zirconia for Chairside CAD/CAM Restorations,https://clinicaltrials.gov/study/NCT06713577,NOT_YET_RECRUITING,Dental Prosthesis Failure|Dental Prosthesis Complication,DEVICE: CEREC Cercon 4D,Dentsply Sirona Implants and Consumables,,OBSERVATIONAL
NCT06713564,"A Single Dose, Open-Label, Dose-escalation Study of the Safety and Imaging Characteristics of LS301-IT for Intraoperative Imaging of Lung Cancer",https://clinicaltrials.gov/study/NCT06713564,RECRUITING,Lung Cancers,DRUG: LS301-IT,Integro Theranostics,,INTERVENTIONAL
NCT06713551,The Effect of Big Amplitude Calisthenic Group Exercises on Balance and Dual Task Performance in Older Adults,https://clinicaltrials.gov/study/NCT06713551,RECRUITING,Older People,OTHER: Big Amplitude Calisthenic Group Exercise with Music|OTHER: Big Amplitude Calisthenic Group Exercise,Biruni University,,INTERVENTIONAL
NCT06713538,Impact of a Standardized Equine Mediation Program on the Evolution of the Psycho-behavioral Profile of Adults with Traumatic Brain Injuries Experiencing Impaired Quality of Life (EPONA).,https://clinicaltrials.gov/study/NCT06713538,RECRUITING,Traumatic Brain Injury (TBI) Patients|Equine-assisted Therapy|Cognitive Disorders|Quality of Life,OTHER: Equine assisted therapy|OTHER: Physical activity,Hopital La Musse,Institut Français du Cheval et de l'Equitation IFCE,INTERVENTIONAL
NCT06713525,Observational Copenhagen Pancreatic Cancer Study,https://clinicaltrials.gov/study/NCT06713525,NOT_YET_RECRUITING,Pancreatic Cancer,,"Inna Chen, MD",,OBSERVATIONAL
NCT06713512,InvEstigating oeStrogen Signalling and the Effect upoN the exTracelluar Matrix In pAtients With Obstructive Lung Disease,https://clinicaltrials.gov/study/NCT06713512,RECRUITING,Chronic Obstructive Lung Disease|Respiratory Ilness|Estrogen Deficiency|Asthma,OTHER: No intervention,Guy's and St Thomas' NHS Foundation Trust,,OBSERVATIONAL
NCT06713499,A Phase Ib/II Study to Investigate the Safety of SHR-1819 in Children and Adolescents With Moderate-to-severe Atopic Dermatitis,https://clinicaltrials.gov/study/NCT06713499,NOT_YET_RECRUITING,Children and Adolescents With Moderate-to-severe Atopic Dermatitis,DRUG: SHR-1819 injection,"Guangdong Hengrui Pharmaceutical Co., Ltd",,INTERVENTIONAL
NCT06713486,Efficacy of Self-titration of Ventilation in Overlap Syndrome (chronic Obstructive Pulmonar Disease + Sleep Apnea Syndrome ) with Dynamic Hyperinflation. EDIN-IDIN.,https://clinicaltrials.gov/study/NCT06713486,NOT_YET_RECRUITING,"Pulmonary Disease, Chronic Obstructive",PROCEDURE: Fixed pressure obtained in the polysomnography for 28 days|PROCEDURE: Dynamic pressure in Dreamstation AVAPS-AAM PhilipsRespironic® mode,Fundacion para la Formacion e Investigacion Sanitarias de la Region de Murcia,,INTERVENTIONAL
NCT06713473,Reducing Self-Dehumanization to Examine Oxytocin and Suicide Risk,https://clinicaltrials.gov/study/NCT06713473,NOT_YET_RECRUITING,Rehumanization Intervention|Control Intervention,OTHER: Rehumanized Intervention|OTHER: Control Intervention|DIAGNOSTIC_TEST: Clinical Interview|OTHER: Self-Report Measures|OTHER: Blood Draw,Florida State University,,INTERVENTIONAL
NCT06713460,Emotional Intelligence Intervention to Improve the Mental Well-Being of Adolescents With Emotional Distress (BEAM),https://clinicaltrials.gov/study/NCT06713460,NOT_YET_RECRUITING,Emotional Distress,BEHAVIORAL: BEAM,Consorci Sanitari de Terrassa,,INTERVENTIONAL
NCT06713447,NTI164 Human PK Study,https://clinicaltrials.gov/study/NCT06713447,NOT_YET_RECRUITING,Healthy|Healthy Volunteer,DRUG: NTI164,Fenix Innovation Group,CMAX Clinical Research Pty Ltd|Neurotech International,INTERVENTIONAL
NCT06713434,Pilot Study of ELK-003 Eye Drops for Treating Ocular Manifestations of Epidermolysis Bullosa,https://clinicaltrials.gov/study/NCT06713434,RECRUITING,Junctional Epidermolysis Bullosa|Epidermolysis Bullosa (EB)|Dystrophic Epidermolysis Bullosa|Recessive Dystrophic Epidermolysis Bullosa,BIOLOGICAL: ELK-003 (Standarized Amniotic Fluid Secretome Eye Drops),"Fundación DEBRA Chile, Niños Piel de Cristal","Eliksa Therapeutics, Inc.|Centro de la Vision",INTERVENTIONAL
NCT06713421,Effect of Premedication With Pronase on Mucosal Cleanliness During EGD,https://clinicaltrials.gov/study/NCT06713421,NOT_YET_RECRUITING,Esophageal Cancer|Gastric Cancer,DRUG: Dimethicone+Pronase|DRUG: Dimethicone|BEHAVIORAL: with Postural Exercise|BEHAVIORAL: without Postural Exercise.,Changhai Hospital,"Fujian Provincial Hospital|Huashan Hospital|The Second Affiliated Hospital of Harbin Medical University|First Affiliated Hospital of Harbin Medical University|Red Cross Hospital, Hangzhou, China|The Affiliated Hospital of Inner Mongolia Medical University|Yuebei People's Hospital|Longgang District People's Hospital of Shenzhen|Huadu District People's Hospital of Guangzhou|Liaocheng People's Hospital|Qilu Hospital of Shandong University|The Second Affiliated Hospital of Shandong First Medical University|Anqing Municipal Hospital|Jiujiang No.1 People's Hospital|Kunshan Hospital of Traditional Chinese Medicine|Nanjing Gaochun People's Hospital|Taizhou First People's Hospital|Hengshui People's Hospital|Affiliated Hospital of Hebei University|Second Affiliated Hospital of Xi'an Jiaotong University|Taihe Hospital|ZhuZhou Central Hospital|The Second Affiliated Hospital of Kunming Medical University|First Affiliated Hospital of Kunming Medical University|Subei People's Hospital of Jiangsu Province|The Affiliated Hospital Of Southwest Medical University|The Second Affiliated Hospital of Chongqing Medical University|Loudi Central Hospital|Beijing Tiantan Hospital|Peking Union Medical College Hospital|The First People's Hospital of Lin'an District, Hangzhou|Zhejiang Provincial People's Hospital|Jining Medical University|Ningbo Medical Center Lihuili Hospital|Zhoushan Hospital, Zhejiang|General Hospital of Ningxia Medical University|Yunnan Cancer Hospital|Xinghua City People's Hospital|Beijing Friendship Hospital, Captial Medical University|Beijing Chao-Yang Hospital, Captial Medical University|The People's Hospital of JiangMen|The First People's Hospital of TianMen in Hubei Province|THE FIRST AFFILIATED HOSPITAL OF SHIHEZI UNIVERSITY",INTERVENTIONAL
NCT06713408,Effects of Music and Affirmation Recital in Women With Breast Cancer,https://clinicaltrials.gov/study/NCT06713408,ACTIVE_NOT_RECRUITING,Breast Cancer,OTHER: Experimental (Music)|OTHER: Experimental (Affirmation),Amasya University,,INTERVENTIONAL
NCT06713395,"PERMA-Based Intervention on Negative Emotions, Adherence, and Complications in Postoperative Glioma Patients",https://clinicaltrials.gov/study/NCT06713395,COMPLETED,Glioma,OTHER: The control group received standard postoperative care|OTHER: PERMA,Yang Huang,The Affiliated Brain Hospital of Nanjing Medical University,INTERVENTIONAL
NCT06713382,Evaluating the Efficacy and Safety of Saline Irrigation As an Add-On Therapy for Retained Pleural Infections [LYTICS +],https://clinicaltrials.gov/study/NCT06713382,NOT_YET_RECRUITING,Pleural Effusion Associated with Pulmonary Infection|Pleural Effusion Disorder|Pleural Effusions,COMBINATION_PRODUCT: Pleural Saline Irrigation,Beth Israel Deaconess Medical Center,,INTERVENTIONAL
NCT06713369,AZD5305 hADME in Patients With Advanced Solid Malignancies,https://clinicaltrials.gov/study/NCT06713369,NOT_YET_RECRUITING,Locally Advanced or Metastatic Solid Tumor,DRUG: Saruparib (AZD5305)|DRUG: [14C]-AZD5305 microtracer|DRUG: [14C]-AZD5305 (therapeutic dose),AstraZeneca,Fortrea,INTERVENTIONAL
NCT06713356,US Vs MRI in Diagnosis of TMJ Internal Derangement,https://clinicaltrials.gov/study/NCT06713356,NOT_YET_RECRUITING,TMJ Internal Derangement,,Assiut University,,OBSERVATIONAL
NCT06713343,Insertion of Laryngeal Mask Airways and Postoperative Sore Throat,https://clinicaltrials.gov/study/NCT06713343,NOT_YET_RECRUITING,General Anesthesia|Laryngeal Mask Airways|Postoperative Sore Throat|Insertion of LMA,DEVICE: Laryngeal Mask Airways,Ankara City Hospital Bilkent,,INTERVENTIONAL
NCT06713330,A 36-Month Prospective Randomized Clinical Pilot Trial Comparing Stainless Steel Crowns with Prefabricated Resin Crowns in Primary Molar Teeth,https://clinicaltrials.gov/study/NCT06713330,RECRUITING,Dental Caries,DEVICE: BioFLX,"Children's Hospital Medical Center, Cincinnati",,INTERVENTIONAL
NCT06713317,A Phase I Study to Evaluate the Safety and Drug Allergy of Hyaluronidase in Healthy Volunteers,https://clinicaltrials.gov/study/NCT06713317,NOT_YET_RECRUITING,Healthy,DRUG: HLB3-002|DRUG: 0.9% NaCl,"Huons Co., Ltd.",,INTERVENTIONAL
NCT06713304,A Community-Based Intervention to Reduce Alcohol Use in Vietnamese Men,https://clinicaltrials.gov/study/NCT06713304,NOT_YET_RECRUITING,Hazadous Alcohol Use,BEHAVIORAL: A community-based Protective Behavioral Strategies program,Chulalongkorn University,,INTERVENTIONAL
NCT06713291,Clinical Study of a Novel Sliding Compression Locking Plate in the Treatment of Fresh Femoral Neck Fractures,https://clinicaltrials.gov/study/NCT06713291,NOT_YET_RECRUITING,Fracture of Femoral Neck,PROCEDURE: Sliding compression locking plate|PROCEDURE: Three cannulated compression screws,Chinese PLA General Hospital,,INTERVENTIONAL
NCT06713278,Tension-Type Headache and Masseter Thickness in Fibromyalgia,https://clinicaltrials.gov/study/NCT06713278,RECRUITING,Fibromyalgia,OTHER: masseter muscle thickness measurement|OTHER: scales,Ankara City Hospital Bilkent,,OBSERVATIONAL
NCT06713265,Study of the Link Between Freezing of Gait and Oropharyngeal Freezing in Parkinson's Patients,https://clinicaltrials.gov/study/NCT06713265,RECRUITING,Parkinson's Disease|Dysphagia|Swallowing Disorder|Freezing of Gait|Oropharyngeal Disease|Gait Disorders,,Hopital La Musse,,OBSERVATIONAL
NCT06713252,Art Therapy and Its Effect on Non-Motor Function Rehabilitation in the Subacute Phase of Stroke Recovery,https://clinicaltrials.gov/study/NCT06713252,RECRUITING,Stroke,BEHAVIORAL: Art therapy|BEHAVIORAL: Regular therapy,Chonbuk National University,,INTERVENTIONAL
NCT06713239,A Randomized Comparison of Personalized Therapy Mgmt Based On Coronary Atherosclerotic Plaque Vs. Usual Care for Symptomatic Patients With Suspicion of CAD,https://clinicaltrials.gov/study/NCT06713239,NOT_YET_RECRUITING,Coronary Artery Disease,DEVICE: Cleerly Labs and Cleerly ISCHEMIA,"Cleerly, Inc.",,INTERVENTIONAL
NCT06713226,[Trial of device that is not approved or cleared by the U.S. FDA],https://clinicaltrials.gov/study/NCT06713226,WITHHELD,,,[Redacted],,
NCT06713213,Clinical Comparison of Flow Regulated Nasal Oxygen Delivery System (FRNDS) Cannula and Plethysmography Belts,https://clinicaltrials.gov/study/NCT06713213,NOT_YET_RECRUITING,Respiratory Failure with Hypoxia,OTHER: Flow-regulated nasal oxygen delivery system (FRNDS),Virginia Polytechnic Institute and State University,Carilion Clinic,INTERVENTIONAL
NCT06713200,Effectiveness Of The Application Of Percutaneous Electrolysis On Muscular Scar Tissue.,https://clinicaltrials.gov/study/NCT06713200,ACTIVE_NOT_RECRUITING,Muscle Injury|Fibrosis,PROCEDURE: High intensity percutaneous electrolysis|PROCEDURE: Low intensity Percutaneous Electrolysis|PROCEDURE: Simulated Percutaneous Electrolysis,University of Salamanca,,INTERVENTIONAL
NCT06713187,Interleukin23 in Systemic Lupus,https://clinicaltrials.gov/study/NCT06713187,RECRUITING,Systemic Lupus Erythematosus Related Interstial Lung Disease,BIOLOGICAL: interleukin 23,Sohag University,,INTERVENTIONAL
NCT06713174,Interleukin 8 And10 Levels Changes in Teeth with Necrotic Pulp and Apical Periodontitis,https://clinicaltrials.gov/study/NCT06713174,NOT_YET_RECRUITING,Pulp and Periapical Tissue Disease|Patients with Pulp Necrosis and Apical Periodontitis,DIAGNOSTIC_TEST: Assessment of Interleukin 8 and 10 Level Changes Before and During Root Canal Treatment for Necrotic Pulp with Apical Periodontitis,Faculty of Dental Medicine for Girls,,INTERVENTIONAL
NCT06713161,Tumor-Targeted-NIR-II Fluorescent Molecular Probes for the Identification of Breast Cancer Tissue and SLN Metastatic Status,https://clinicaltrials.gov/study/NCT06713161,RECRUITING,Breast Cancer|Sentinel Lymph Node|Metastases|Margin Assessment,DIAGNOSTIC_TEST: NIR-II Probe(i.e ICG-POL6326) incubation solution,Yunnan Cancer Hospital,Xiang'an Hospital of Xiamen University,OBSERVATIONAL
NCT06713148,Study on the Safety and Efficacy of Intratumoral Administration of IDOV-SAFETM in the Treatment of Advanced Solid Tumors,https://clinicaltrials.gov/study/NCT06713148,NOT_YET_RECRUITING,Advanced Malignant Solid Tumor,BIOLOGICAL: IDOV-SAFETM,Fudan University,,INTERVENTIONAL
NCT06713135,A Study on Safety and Effectiveness of Long-term Treatment With Vamorolone in Boys With Duchenne Muscular Dystrophy,https://clinicaltrials.gov/study/NCT06713135,RECRUITING,Duchenne Muscular Dystrophy,DRUG: vamorolone 40 mg/mL oral suspension,Santhera Pharmaceuticals,,INTERVENTIONAL
NCT06713122,Effects of Symptom Management Education With Mobile Application in Gynecological Cancer Patients Receiving Chemotherapy,https://clinicaltrials.gov/study/NCT06713122,ENROLLING_BY_INVITATION,Gynaecological Cancer|Chemotherapy|Nursing Care,BEHAVIORAL: İntervention Group- Group receiving Symptom Management Training with Mobile Application,Esra Nur Erdoğan,,INTERVENTIONAL
NCT06713109,The Effect of Breastfeeding Counselling with Motivational Inter-viewing Technique on Breastfeeding Problems and Anxiety,https://clinicaltrials.gov/study/NCT06713109,ENROLLING_BY_INVITATION,Breast Feeding|Anxiety|Motivational Interviews,BEHAVIORAL: Motivational interview techniques,semiha izgordu,Marmara University,INTERVENTIONAL
NCT06713096,Study to Evaluate the Impact of the Recovery Pathway on Postoperative Leght of Stay in Coronary Artery Bypass Surgery,https://clinicaltrials.gov/study/NCT06713096,RECRUITING,Enhanced Recovery After Surgery|Quality Improvement,BEHAVIORAL: Tempos Certos protocol,University of Sao Paulo General Hospital,,INTERVENTIONAL
NCT06713083,Physical Activity in Bed Rest Hospitalized High-Risk Pregnant Women,https://clinicaltrials.gov/study/NCT06713083,NOT_YET_RECRUITING,Bed Rest|Pregnancy|Pregnancy Complications,OTHER: Exercise,Montse Palacio,,INTERVENTIONAL
NCT06713070,Role of Gait Analysis in Different Type of Dementia,https://clinicaltrials.gov/study/NCT06713070,NOT_YET_RECRUITING,Dementia|Gait Analysis,,Assiut University,,OBSERVATIONAL
NCT06713057,Efficacy of Organoid-Based Chemotherapy Drug Precision Screening to Guide Treatment for Thyroid Cancer,https://clinicaltrials.gov/study/NCT06713057,NOT_YET_RECRUITING,Locally Advanced Thyroid Gland Carcinoma|Thyroid Cancer,DRUG: Cyclophosphamide+Pemetrexed+5-Fluorouracil|DRUG: Cyclophosphamide+Doxorubicin+5-Fluorouracil|DRUG: Vindesine + Cisplatin|DRUG: Doxorubicin + Cisplatin|DRUG: Doxorubicin + Cyclophosphamide + Cisplatin|DRUG: Docetaxel + Doxorubicin|DRUG: Paclitaxel + Carboplatin|DRUG: Paclitaxel + Doxorubicin|DRUG: Paclitaxel + Cisplatin|DRUG: Gemcitabine alone,West China Hospital,,INTERVENTIONAL
NCT06713044,Effect of Quranic Recitation and Classical Music on Pain Intensity and Interleukin-6 Levels After Lower Limb Orthopedic Surgery with Intrathecal Anesthesia,https://clinicaltrials.gov/study/NCT06713044,RECRUITING,"Pain|Pain, Postoperative|Inflammation|Orthopedic Surgical Procedures",DEVICE: Murottal Therapy Intervention Name: Murottal (Islamic verse recitation)|DEVICE: Classical Music Therapy Intervention Name: Classical Music Listening|OTHER: Standard Care (in control arm),Universitas Jenderal Soedirman,,INTERVENTIONAL
NCT06713031,Medial Enhancement Technique for the Treatment of Old Femoral Neck Fractures,https://clinicaltrials.gov/study/NCT06713031,NOT_YET_RECRUITING,Fracture of Neck of Femur,PROCEDURE: cannulated compression screws + iliac bone graft|PROCEDURE: DCS + medial support plate + iliac bone graft,Chinese PLA General Hospital,,INTERVENTIONAL
NCT06713018,Orthopedic Intelligent Navigation System in the Treatment of Fresh Femoral Neck Fractures,https://clinicaltrials.gov/study/NCT06713018,NOT_YET_RECRUITING,Fracture of Neck of Femur,PROCEDURE: Three cannulated compression screws by navigation system|PROCEDURE: Traditional three cannulated compression screws,Chinese PLA General Hospital,,INTERVENTIONAL
NCT06713005,The Clinical Efficacy of Different Durations of Suprascapular Nerve Pulsed Radiofrequency,https://clinicaltrials.gov/study/NCT06713005,NOT_YET_RECRUITING,Suprascapular Nerve|Shoulder Impingement Syndrome|Pulsed Radiofrequency|Chronic Pain|Supraspinatus Tendinopathy,PROCEDURE: suprascapular nerve block and 4 mins Pulsed radiofreuency application to suprascapular nerve|PROCEDURE: suprascapular nerve block and 9 mins Pulsed radiofreuency application to suprascapular nerve,Ankara University,,INTERVENTIONAL
NCT06712992,Electromyographic Response to TsDcs Stimulation in CNLBP,https://clinicaltrials.gov/study/NCT06712992,RECRUITING,Low Back Pain,DEVICE: Trans-spinal Direct Current Stimulation|OTHER: Conventional Exercises|DRUG: SHAM Trans-spinal Direct current stimulation,German International University,,INTERVENTIONAL
NCT06712979,Addiction of Lung Volume Recruitment Technique in Lee Silverman Protocol for Voice Professionals,https://clinicaltrials.gov/study/NCT06712979,NOT_YET_RECRUITING,Voice Quality|Singing,PROCEDURE: Adapted Lee Silverman Method|DEVICE: Lung volume recruitment technique - LVRT,Escola Superior de Ciencias da Saude,,INTERVENTIONAL
